#{"t_start": 1781071071.864104, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
237.0,9084,15354.852012
196.0,6167,15358.718232
63.0,5404,15362.332224
349.0,6651,15366.831644
166.0,6459,15371.156491
132.0,6565,15375.807383
119.0,5754,15378.496015
54.0,4792,15381.464781
302.0,8100,15386.94212
294.0,7144,15391.722881
190.0,6154,15395.653775
123.0,5267,15399.181161
221.0,6965,15404.083979
285.0,6795,15420.37166
247.0,8001,15425.41539
189.0,5944,15429.659162
322.0,7230,15434.567619
260.0,5744,15438.145037
319.0,8648,15442.812049
295.0,5660,15446.775309
322.0,6117,15450.673145
231.0,6953,15455.029245
329.0,6056,15459.346801
261.0,6487,15463.805978
308.0,6298,15467.763434
168.0,6398,15471.056204
306.0,7225,15476.020743
207.0,6045,15479.91344
328.0,7601,15498.304861
288.0,7771,15502.779335
168.0,5857,15506.742629
212.0,6343,15510.87615
116.0,5300,15514.441956
309.0,5660,15517.99473
267.0,5655,15521.706851
233.0,5093,15525.325111
256.0,5518,15529.045184
306.0,6635,15532.200132
319.0,4507,15534.331098
199.0,7781,15537.078702
345.0,7151,15540.426616
332.0,6141,15543.34813
115.0,6768,15546.56578
295.0,6403,15549.616782
299.0,4535,15561.281998
257.0,6490,15564.387319
254.0,6754,15566.65384
268.0,6551,15569.827993
243.0,4690,15572.209265
107.0,5742,15575.143382
309.0,5332,15577.792493
129.0,5792,15580.648869
160.0,6808,15584.17989
84.0,5997,15587.331186
366.0,6955,15590.797889
269.0,4875,15593.132116
56.0,5098,15595.592315
283.0,7124,15598.234624
288.0,6723,15602.462632
289.0,5363,15606.175671
243.0,7055,15611.21918
341.0,7409,15628.509365
231.0,6983,15632.466985
243.0,7328,15637.610242
299.0,7467,15642.848165
109.0,5111,15646.42753
334.0,9783,15653.208329
277.0,8647,15659.372545
123.0,4760,15661.852813
328.0,5920,15665.970077
264.0,6841,15670.722729
61.0,4046,15673.516825
248.0,6921,15678.37457
369.0,7336,15683.52846
323.0,8149,15689.214867
304.0,6716,15708.705151
126.0,6338,15713.233149
221.0,6346,15717.701426
328.0,5780,15721.773151
303.0,5274,15724.523699
269.0,7481,15729.674828
279.0,5015,15733.17373
276.0,8039,15738.717983
338.0,6940,15743.563332
285.0,6236,15747.975328
270.0,6648,15752.620626
304.0,7483,15757.077526
237.0,5517,15760.990408
274.0,5708,15764.988886
272.0,4222,15767.896017
231.0,8452,15773.890781
234.0,5617,15792.949823
255.0,6074,15797.194454
263.0,6281,15801.632687
399.0,8950,15807.93175
35.0,3858,15810.697116
191.0,7569,15815.971655
209.0,6573,15819.680508
304.0,6760,15824.35774
311.0,6371,15828.75729
199.0,6293,15833.186707
214.0,5767,15837.272671
259.0,5277,15841.024303
119.0,4964,15844.443256
146.0,5430,15848.117939
144.0,4503,15850.316554
306.0,6544,15854.885455
271.0,8188,15860.624161
69.0,5632,15881.951057
45.0,4920,15884.381932
31.0,3176,15886.580659
271.0,5055,15890.052554
259.0,5567,15893.867318
140.0,6106,15898.085753
103.0,5827,15902.022105
317.0,6986,15906.856561
210.0,5848,15910.910244
201.0,7028,15914.844464
287.0,6114,15918.993923
218.0,5775,15922.954644
108.0,5401,15926.645786
205.0,5871,15930.713728
164.0,6843,15935.377291
340.0,7452,15940.50441
306.0,6749,15945.155631
41.0,4823,15963.713387
303.0,7703,15969.009275
317.0,7116,15973.920122
342.0,6995,15977.850894
245.0,7714,15983.157726
232.0,6395,15987.595093
49.0,3607,15990.053366
34.0,4500,15993.171094
253.0,6824,15998.017954
206.0,6469,16002.541115
259.0,5532,16006.440364
270.0,6808,16010.193235
244.0,6338,16014.636511
234.0,6446,16019.144565
65.0,5451,16022.912424
248.0,3466,16025.326505
297.0,6093,16029.577739
308.0,5085,16049.150089
203.0,8082,16054.851649
108.0,6462,16059.459496
159.0,6114,16063.717348
131.0,6146,16068.031803
313.0,7525,16072.39447
273.0,6186,16076.708585
271.0,9553,16083.417972
156.0,6250,16087.777186
172.0,7490,16092.988917
259.0,6231,16097.383758
324.0,7601,16102.749056
111.0,5958,16105.955814
214.0,8387,16111.500398
160.0,6551,16128.867373
203.0,8291,16134.678879
104.0,6192,16137.996258
309.0,7432,16143.463952
320.0,6008,16148.181803
232.0,5439,16151.870548
308.0,5972,16155.167464
314.0,8247,16159.477183
362.0,8257,16163.794043
95.0,6553,16166.423223
106.0,6305,16169.749216
138.0,6201,16172.969633
232.0,5744,16176.207856
273.0,5379,16179.252134
210.0,4764,16181.541077
234.0,5660,16184.675315
224.0,4630,16200.57381
255.0,5983,16204.496131
324.0,6521,16208.618069
134.0,7105,16213.801648
289.0,5960,16217.858292
311.0,5895,16221.597838
256.0,5651,16225.305358
203.0,7302,16229.56479
175.0,6226,16233.637016
181.0,6629,16237.746793
274.0,6852,16242.416837
237.0,5542,16246.240921
355.0,8619,16251.640424
353.0,7753,16256.765093
76.0,5678,16260.841413
147.0,6042,16263.826141
128.0,6855,16283.351166
336.0,7587,16288.655001
273.0,12209,16295.523653
367.0,8075,16301.133878
287.0,7250,16305.986475
341.0,6271,16310.456769
307.0,7378,16315.598057
309.0,7966,16320.690047
232.0,6737,16324.364819
127.0,5708,16328.509472
146.0,7178,16333.042743
59.0,4467,16335.84658
145.0,5907,16339.91949
144.0,6127,16344.380245
327.0,5443,16359.247654
356.0,6326,16363.221009
173.0,7096,16367.989261
289.0,5738,16372.115916
190.0,5861,16375.95404
271.0,6019,16379.778234
88.0,6184,16384.047617
380.0,8732,16389.210486
62.0,5473,16392.843777
360.0,8287,16398.225991
267.0,6352,16402.836656
253.0,7249,16407.676499
328.0,4678,16410.585539
248.0,6549,16415.002026
304.0,6935,16419.038723
181.0,7502,16439.525791
282.0,6802,16444.088416
285.0,6052,16448.521389
325.0,8128,16452.270909
357.0,7645,16455.942983
108.0,5169,16458.384261
311.0,6239,16461.370684
108.0,5562,16464.000638
238.0,6601,16467.124949
335.0,7815,16470.780265
186.0,6177,16473.708664
326.0,8121,16477.573244
288.0,5488,16480.256738
219.0,4347,16482.337217
281.0,6997,16484.822673
248.0,7627,16488.553021
102.0,5728,16503.374043
291.0,4703,16506.658912
313.0,7364,16511.812214
315.0,6875,16515.773053
278.0,6984,16520.673702
291.0,5927,16524.861248
192.0,3612,16527.32975
61.0,5576,16531.21963
316.0,6257,16535.681693
191.0,5371,16539.523073
272.0,10628,16546.088505
206.0,4876,16549.523153
147.0,6140,16553.848724
119.0,5390,16557.581854
208.0,7157,16562.616356
107.0,4553,16565.803036
218.0,4520,16568.957926
162.0,3376,16587.454936
320.0,6823,16592.282375
277.0,5161,16595.920175
1.0,640,16596.321051
257.0,6123,16600.669996
229.0,6661,16605.411106
305.0,5812,16608.527533
217.0,6370,16612.94668
345.0,5768,16616.899452
72.0,6053,16621.191404
234.0,6322,16625.593662
218.0,6190,16629.871339
202.0,8301,16635.655698
292.0,5953,16639.756911
303.0,7743,16644.259026
99.0,5574,16648.224513
280.0,8529,16654.180507
274.0,7746,16675.848173
282.0,7201,16680.932669
174.0,7303,16685.986242
283.0,6728,16690.530344
286.0,6796,16695.274136
278.0,6695,16699.973738
363.0,8277,16704.904001
298.0,7834,16710.407812
312.0,5440,16714.228252
338.0,8360,16720.062042
325.0,5982,16724.019531
103.0,6276,16728.359909
91.0,5621,16732.318701
180.0,5274,16735.113877
338.0,6998,16753.371677
266.0,6425,16757.851128
272.0,5505,16761.699732
320.0,7184,16766.749682
361.0,6512,16770.410231
63.0,3662,16772.94444
313.0,5307,16776.616216
305.0,5476,16780.51109
221.0,7521,16785.817603
234.0,6739,16790.559306
371.0,6839,16795.458298
327.0,8166,16800.336507
254.0,7316,16805.430315
268.0,6841,16810.250488
177.0,5173,16813.890057
128.0,6441,16818.339947
233.0,6977,16835.491735
219.0,5251,16839.158148
145.0,5856,16843.284723
233.0,4971,16846.715014
237.0,5400,16850.42885
91.0,5090,16853.876693
315.0,6926,16858.687827
392.0,7802,16863.173534
273.0,6517,16867.605806
400.0,7330,16872.664308
303.0,7316,16877.722755
106.0,5486,16881.57948
162.0,6544,16886.124203
348.0,4455,16889.141003
281.0,6491,16892.790662
286.0,7583,16898.063583
86.0,5360,16901.721525
279.0,4402,16919.858746
132.0,5334,16923.593178
241.0,5263,16926.30921
310.0,6745,16930.938281
365.0,8376,16936.766864
135.0,6278,16941.12975
121.0,5841,16945.17966
73.0,5891,16949.294978
250.0,6686,16953.945471
209.0,7211,16957.988863
148.0,6227,16962.387818
242.0,5535,16966.278332
50.0,5147,16969.842248
71.0,5246,16973.509193
146.0,6508,16978.030575
301.0,6787,16982.734221
306.0,7465,17001.808393
341.0,6424,17004.834319
305.0,6227,17007.768536
222.0,6711,17010.938985
205.0,6725,17014.130465
258.0,5959,17016.981898
308.0,8260,17020.025706
214.0,7637,17023.662267
344.0,7790,17027.365717
187.0,6969,17030.698431
34.0,3348,17032.309926
232.0,7363,17035.857763
335.0,6795,17039.327375
306.0,8123,17043.706229
209.0,6695,17047.986822
146.0,4938,17062.81146
194.0,7360,17068.155125
311.0,7096,17073.237399
366.0,6334,17077.692508
267.0,6192,17081.988403
162.0,5792,17085.131906
244.0,7719,17090.437479
264.0,5965,17094.640885
224.0,9222,17101.074909
251.0,6378,17105.506786
158.0,7001,17110.457749
254.0,6415,17113.992122
183.0,6015,17118.184349
181.0,6813,17122.9638
318.0,6550,17127.605707
325.0,6733,17146.407769
243.0,6466,17150.934117
277.0,6039,17155.101084
244.0,8574,17161.120066
219.0,5687,17165.182221
151.0,6627,17169.939765
255.0,8152,17175.44316
265.0,6648,17179.470846
334.0,6301,17184.223404
76.0,5099,17187.705378
264.0,7768,17193.409526
43.0,4219,17196.399851
318.0,7406,17201.749784
210.0,7613,17207.190045
77.0,5035,17209.875305
125.0,5149,17213.547355
352.0,8394,17233.772409
90.0,5063,17237.284086
83.0,6143,17240.303442
297.0,6959,17244.839568
259.0,6696,17249.633632
272.0,5957,17253.690717
198.0,7727,17258.517797
256.0,6120,17262.877646
242.0,3692,17265.446805
135.0,4972,17268.732249
153.0,6954,17272.163921
316.0,7070,17277.033869
269.0,7103,17281.902898
54.0,4008,17284.458815
185.0,6800,17288.867979
152.0,6830,17293.613069
309.0,7927,17313.824945
168.0,6302,17316.81151
240.0,5785,17319.563096
269.0,7163,17323.035283
243.0,5485,17325.664707
228.0,7107,17329.092345
113.0,4239,17331.135231
237.0,7694,17334.868282
160.0,5486,17336.63246
44.0,4670,17338.870532
158.0,6033,17341.732411
37.0,3403,17343.358126
314.0,6199,17346.355481
60.0,4104,17348.323423
242.0,6143,17351.275003
154.0,5891,17354.094246
220.0,7691,17357.964952
80.0,3926,17369.774308
230.0,5640,17373.7773
219.0,7186,17378.487365
311.0,6959,17382.847528
275.0,6832,17387.577167
312.0,7587,17393.023458
348.0,7534,17398.039211
304.0,4685,17399.97043
266.0,7103,17404.692028
262.0,6298,17409.041623
302.0,6882,17413.468574
254.0,6056,17417.197913
55.0,4249,17420.087599
326.0,8302,17425.731859
146.0,3868,17428.162613
379.0,8230,17432.497716
59.0,5043,17451.758249
294.0,6246,17455.866868
310.0,7686,17460.704792
315.0,7602,17465.153293
307.0,5807,17469.145321
210.0,6759,17473.438145
109.0,6425,17477.699549
267.0,5342,17481.473337
315.0,6546,17485.752774
328.0,5895,17489.487985
301.0,5325,17493.057615
228.0,6402,17496.715552
327.0,6563,17500.988046
230.0,8237,17506.293616
338.0,7406,17511.477468
277.0,6531,17528.683024
270.0,7035,17533.120479
201.0,6344,17537.510559
49.0,4885,17540.645246
232.0,4536,17543.651333
83.0,5202,17547.236432
309.0,7928,17552.281193
138.0,5413,17555.780134
261.0,7103,17559.363592
325.0,6239,17563.348468
306.0,6593,17567.952678
296.0,8372,17573.45162
260.0,7950,17578.336227
297.0,7706,17583.724966
172.0,7103,17588.434917
377.0,10283,17608.611908
144.0,5958,17612.820892
279.0,7659,17618.064327
129.0,5640,17620.718933
299.0,7508,17625.656969
93.0,4345,17628.704728
280.0,6747,17633.332274
197.0,6416,17637.384772
180.0,6643,17641.841023
313.0,6650,17646.489225
233.0,7699,17651.383334
316.0,6851,17654.877986
205.0,6423,17659.379949
196.0,6396,17663.74563
287.0,6134,17667.703263
326.0,7130,17672.748821
195.0,5067,17691.085788
166.0,6275,17695.03364
304.0,6602,17699.379976
336.0,6631,17703.965715
355.0,8490,17709.45602
321.0,7806,17714.431244
311.0,6564,17718.022157
222.0,5405,17721.579097
170.0,5378,17724.973836
264.0,5222,17728.203084
313.0,7476,17733.26986
257.0,6167,17737.41003
286.0,5813,17741.047789
273.0,7483,17745.785712
221.0,5163,17748.451454
207.0,5381,17752.109384
304.0,7349,17770.690287
351.0,8305,17776.377869
107.0,5462,17779.054443
350.0,7932,17783.964016
268.0,6741,17788.466693
241.0,6414,17792.921272
309.0,6630,17797.061585
258.0,5897,17800.773989
259.0,6616,17805.450423
379.0,8443,17810.163067
172.0,7472,17814.830216
273.0,6945,17819.677563
52.0,5022,17823.287434
186.0,3354,17825.441973
101.0,5760,17829.144218
292.0,5791,17845.699659
241.0,5861,17850.047238
257.0,6247,17854.215576
282.0,6904,17857.863449
199.0,6232,17861.259571
265.0,7112,17865.129139
115.0,5194,17867.791396
145.0,6949,17871.237626
284.0,6810,17873.712856
247.0,7715,17877.528272
265.0,4860,17880.153517
244.0,7214,17883.857298
124.0,6871,17887.26113
348.0,6813,17890.73241
336.0,8576,17894.966161
231.0,7398,17912.976877
298.0,7911,17918.693879
159.0,6210,17922.924818
264.0,6450,17926.142265
339.0,9078,17930.397523
262.0,6983,17933.715356
161.0,6309,17935.773639
46.0,4182,17937.712103
95.0,5650,17940.329829
132.0,5834,17943.041692
144.0,6302,17945.99753
257.0,7946,17949.701547
173.0,5547,17952.595402
185.0,6646,17955.929451
177.0,5829,17958.90747
183.0,4378,17961.109135
236.0,6770,17967.080778
78.0,5914,17970.011798
316.0,7090,17973.683523
252.0,6537,17976.88202
310.0,6575,17980.437358
260.0,6445,17984.133361
309.0,6273,17988.450179
35.0,4481,17990.802901
229.0,3615,17992.841858
154.0,6810,17996.337717
177.0,5219,17998.99179
356.0,6925,18002.464338
276.0,6870,18006.15705
282.0,6454,18010.487674
242.0,7174,18014.243704
272.0,5632,18017.035983
349.0,6528,18020.089842
163.0,6058,18035.625805
184.0,5615,18039.554573
200.0,7587,18044.773691
207.0,6234,18048.672965
279.0,6212,18052.629875
328.0,6873,18057.473794
225.0,7496,18061.701542
48.0,4693,18064.611285
99.0,5949,18067.929115
253.0,6273,18070.932154
311.0,7198,18074.394571
247.0,6083,18077.312547
259.0,6220,18080.258301
294.0,6072,18083.365705
207.0,5612,18086.389306
181.0,7126,18090.006566
261.0,5794,18099.674292
254.0,5925,18103.407135
317.0,7151,18108.016618
357.0,8203,18113.741457
223.0,7698,18119.040353
182.0,6457,18123.656569
52.0,5198,18126.007903
204.0,5973,18129.83851
231.0,5244,18133.661334
164.0,5435,18137.637886
254.0,5220,18140.958217
214.0,7100,18145.486617
195.0,6634,18150.272091
240.0,5792,18154.201833
287.0,6633,18157.455466
48.0,4811,18160.596778
203.0,6614,18179.937761
228.0,6071,18184.031904
201.0,5601,18187.893914
221.0,6262,18191.186943
250.0,6388,18195.194447
257.0,5171,18198.506445
154.0,5989,18202.751599
238.0,6546,18207.304306
34.0,3129,18209.443429
161.0,6131,18213.719234
92.0,5016,18216.862083
270.0,5991,18219.723078
258.0,6985,18224.717184
243.0,6391,18229.027498
216.0,4800,18232.026673
328.0,7721,18237.073606
261.0,6416,18241.545007
258.0,5541,18258.357805
323.0,8750,18263.88668
283.0,6707,18268.578986
191.0,5736,18272.425725
243.0,4571,18275.327968
263.0,5211,18278.627452
297.0,7368,18282.89683
171.0,7684,18288.088111
147.0,6317,18292.039079
252.0,8833,18298.220017
292.0,6966,18302.832167
242.0,6022,18306.603377
88.0,5255,18310.088659
220.0,4374,18313.178666
281.0,7150,18316.983021
361.0,7560,18337.459366
359.0,6861,18342.346863
252.0,6919,18345.93963
313.0,6645,18350.024667
261.0,7116,18354.985523
328.0,7454,18360.152202
337.0,8268,18365.33061
252.0,6852,18370.043206
29.0,3682,18372.580382
194.0,5543,18376.189961
315.0,6499,18379.276372
234.0,5799,18383.147661
220.0,6650,18387.618169
261.0,6200,18391.411088
283.0,6899,18396.220528
299.0,8588,18401.918708
94.0,5800,18415.965009
155.0,5546,18419.420016
188.0,4808,18422.507554
296.0,6271,18426.81634
269.0,6563,18431.173439
323.0,6786,18435.379097
148.0,5779,18439.255109
36.0,3519,18440.730647
292.0,4058,18443.444513
229.0,5957,18447.118587
90.0,4328,18449.806625
216.0,6225,18454.167109
250.0,8077,18459.714363
217.0,6544,18463.992459
215.0,5319,18467.298356
138.0,6011,18471.29803
185.0,5651,18474.38715
236.0,6938,18493.257106
313.0,8259,18498.653567
102.0,4732,18502.105283
143.0,4963,18504.676337
224.0,5943,18508.419779
280.0,7144,18512.955873
330.0,8889,18519.341556
257.0,6299,18523.434967
239.0,5486,18526.895059
184.0,5698,18530.832414
247.0,6957,18535.702496
347.0,6032,18538.60166
239.0,4967,18541.64042
83.0,4035,18544.499066
113.0,6044,18548.833907
298.0,7590,18553.866044
268.0,6909,18565.332383
299.0,6016,18568.283259
249.0,5600,18572.296257
349.0,8873,18578.351035
86.0,4620,18581.284197
335.0,7459,18586.051923
153.0,6972,18591.144175
242.0,5985,18595.300226
207.0,6926,18598.815055
288.0,8167,18604.318282
168.0,6348,18608.775765
239.0,3247,18610.807932
292.0,6845,18615.096614
300.0,6770,18619.705141
63.0,3314,18621.955052
192.0,6052,18625.853589
283.0,5691,18629.411404
126.0,4406,18645.707813
269.0,7266,18650.623354
264.0,6715,18655.043012
194.0,6138,18658.839298
296.0,7881,18663.154518
177.0,5814,18667.026447
207.0,7204,18671.586016
218.0,7081,18676.169374
262.0,7388,18680.806136
160.0,7064,18685.523354
212.0,5421,18689.223085
140.0,5993,18693.032677
209.0,7040,18697.030586
143.0,5927,18701.328132
230.0,6070,18705.257179
331.0,9004,18725.151319
331.0,5295,18728.932895
298.0,8365,18734.463282
205.0,6997,18738.945125
200.0,6859,18743.912572
206.0,8238,18749.392222
338.0,6700,18753.656535
220.0,5215,18756.495151
314.0,5540,18760.484032
252.0,5651,18763.994122
324.0,5300,18767.328361
299.0,6803,18771.973091
354.0,7549,18777.176332
220.0,5104,18780.355337
245.0,7146,18785.074682
173.0,4883,18788.530354
293.0,7733,18800.077025
350.0,5471,18802.700529
134.0,6607,18805.832574
255.0,6171,18808.813578
41.0,4607,18811.022181
265.0,5908,18813.874883
262.0,6411,18816.974096
358.0,6158,18819.914442
284.0,6742,18822.236443
297.0,4780,18824.536742
147.0,6202,18827.516322
247.0,7957,18831.334817
27.0,2279,18832.402728
139.0,5707,18835.109666
61.0,5434,18837.702694
253.0,6167,18840.643404
93.0,6286,18843.680281
45.0,4374,18859.693185
67.0,4607,18862.858028
337.0,5539,18866.747306
203.0,5451,18870.239241
346.0,6067,18873.977592
168.0,6196,18878.159461
267.0,7026,18882.987551
191.0,5751,18885.629588
317.0,6628,18889.926071
226.0,6770,18894.426689
190.0,6044,18898.176982
95.0,5730,18902.177059
222.0,5680,18906.163319
179.0,6439,18910.345114
315.0,7426,18914.31759
255.0,6993,18919.23351
211.0,4899,18922.479803
213.0,8147,18941.63696
258.0,6601,18946.118599
58.0,4865,18948.573851
137.0,6836,18953.103781
242.0,6082,18956.847916
104.0,6685,18961.386045
288.0,7700,18966.555202
110.0,5202,18969.827462
346.0,6478,18974.111536
222.0,6024,18977.49548
145.0,6312,18981.593608
202.0,6328,18985.521278
334.0,8559,18991.26379
146.0,6801,18995.776889
224.0,7110,19000.215533
346.0,7077,19016.095668
282.0,4926,19019.516196
227.0,5682,19023.444893
297.0,6800,19027.699177
268.0,2698,19029.371823
206.0,5265,19032.730693
65.0,5951,19036.828862
173.0,4651,19039.958193
179.0,6099,19042.844804
57.0,4360,19045.725401
268.0,5623,19049.427736
221.0,7547,19054.168619
273.0,5903,19058.181684
133.0,5535,19061.930064
323.0,6529,19065.994323
263.0,7237,19070.704527
166.0,5826,19073.89323
314.0,7956,19091.150183
31.0,2954,19092.967494
120.0,5551,19096.531873
302.0,5336,19100.139544
30.0,3873,19102.857072
169.0,7566,19106.94775
271.0,6832,19111.204448
299.0,8197,19116.132014
74.0,4891,19118.493155
27.0,3948,19120.355107
218.0,6346,19123.379668
298.0,7007,19126.737241
180.0,5559,19129.423347
279.0,6964,19132.771711
224.0,5696,19135.505685
285.0,7352,19138.100305
248.0,5419,19140.66802
279.0,4528,19142.800159
120.0,6772,19155.520809
344.0,6392,19158.857168
137.0,6552,19162.31362
239.0,7170,19166.655702
343.0,8065,19170.086133
321.0,7120,19173.64114
168.0,5598,19176.437318
251.0,4672,19178.762336
230.0,6923,19182.154508
157.0,6917,19185.557182
124.0,6157,19189.465431
301.0,6900,19194.297556
91.0,4675,19197.409219
308.0,7120,19201.004635
231.0,7163,19206.066232
262.0,6581,19223.544687
197.0,6335,19227.628717
347.0,7572,19231.528563
236.0,6794,19236.38877
17.0,1842,19237.725175
298.0,7640,19242.650344
267.0,6164,19246.583752
279.0,5928,19250.816943
